Bus_Name,Bus_Type,From,To,Price,Starting_Point,Ending_Point,Seat_Available,Start_Time,Reach_Time,Total_Travel_Time,Bus_Rating,Links
Bhumi travels,AC Seater (2+2),Hyderabad,Karimnagar,2000.0,Central Bus Station (CBS,karimnagar bus stand,36 Seats available,22:00,03:00,05h 00m,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar?fromCityId=124&toCityId=79723&fromCityName=Hyderabad&toCityName=Karimnagar&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 6908,Deluxe (Non AC Seater 2+2),Kothagudem,Hyderabad,396.0,KOTHAGUDEM BS,Central Bus Station (CBS),35 Seats available,18:25,00:30,06h 05m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 6631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,470.0,KOTHAGUDEM BS,Central Bus Station (CBS),27 Seats available,20:30,03:30,07h 00m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8754,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),31 Seats available,21:15,03:40,06h 25m,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,497.0,KOTHAGUDEM BS,Central Bus Station (CBS),28 Seats available,21:30,04:45,07h 15m,4.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8718,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),31 Seats available,21:45,04:30,06h 45m,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 7646,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Hayathnagar,30 Seats available,22:00,04:00,06h 00m,3.9,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,Kothagudem,Hyderabad,548.0,KOTHAGUDEM BS,Central Bus Station (CBS),38 Seats available,22:05,03:30,05h 25m,3.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 9998,Lahari Non A/C Sleeper Cum Seater,Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),45 Seats available,22:10,04:20,06h 10m,3.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8874,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),31 Seats available,22:15,04:20,06h 05m,4.9,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8921,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),30 Seats available,22:20,04:35,06h 15m,3.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8734,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),25 Seats available,22:30,05:00,06h 30m,4.2,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8708,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),25 Seats available,22:45,05:00,06h 15m,4.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 34333,LAHARI A/C SLEEPER CUM SEATER,Kothagudem,Hyderabad,548.0,KOTHAGUDEM BS,Central Bus Station (CBS),24 Seats available,23:05,05:00,05h 55m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),29 Seats available,23:15,05:45,06h 30m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kothagudem,Hyderabad,451.0,KOTHAGUDEM BS,Central Bus Station (CBS),18 Seats available,23:15,05:25,06h 10m,4.3,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 8949,RAJDHANI (A.C. Semi Sleeper),Kothagudem,Hyderabad,548.0,KOTHAGUDEM BS,Central Bus Station (CBS),29 Seats available,23:30,05:10,05h 40m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
BSR Tours And Travels,A/C Sleeper (2+1),Kothagudem,Hyderabad,780.0,Kothagudem,Erragadda,4 Seats available,23:30,06:00,06h 30m,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
BSR Tours And Travels,A/C Seater / Sleeper (2+1),Kothagudem,Hyderabad,580.0,Ganesh Temple,Erragadda,18 Seats available,23:15,06:00,06h 45m,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
SAIRAJ TRAVELS,NON A/C Seater (2+2),Kothagudem,Hyderabad,500.0,Kothagudem,Beeramguda,8 Seats available,23:00,06:15,07h 15m,4.4,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),Kothagudem,Hyderabad,500.0,Kothagudem,Nizampet,17 Seats available,23:20,05:00,05h 40m,4.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),Kothagudem,Hyderabad,470.0,Ganesh Temple,Lakdikapul,9 Seats available,23:09,05:00,05h 51m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bharathi Tours & Travels,A/C Sleeper (2+1),Kothagudem,Hyderabad,780.0,Ganesh Temple,Nizampet,21 Seats available,23:00,05:00,06h 00m,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Kothagudem,Hyderabad,700.0,Kothagudem,SR Nagar,13 Seats available,23:15,04:55,05h 40m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
VSR Tours and Travels,A/C Sleeper (2+1),Kothagudem,Hyderabad,649.0,Ganesh Temple,Hafeezpet,12 Seats available,23:30,06:00,06h 30m,4.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),Kothagudem,Hyderabad,800.0,Kothagudem Madhuvan hotel opp,SR Nagar,18 Seats available,23:10,05:00,05h 50m,2.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),Kothagudem,Hyderabad,500.0,Ganesh Temple,Ameerpet,28 Seats available,23:05,05:00,05h 55m,4.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bharathi Tours & Travels,A/C Sleeper (2+1),Kothagudem,Hyderabad,750.0,Kothagudem,Bhel,19 Seats available,23:30,05:30,06h 00m,4.3,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Kothagudem,Hyderabad,700.0,BUS STAND,Koti,14 Seats available,23:20,05:00,05h 40m,3.2,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),Kothagudem,Hyderabad,3000.0,Ganesh Temple,Lakdikapul,15 Seats available,23:05,05:00,05h 55m,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),Kothagudem,Hyderabad,850.0,Kothagudem,Miyapur,17 Seats available,01:00,06:35,05h 35m,3.2,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad?fromCityId=519&toCityId=124&fromCityName=Kothagudem&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,"Godavarikhani, A...","Hyderabad, Telan...",476.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,26 Seats available,17:30,21:40,04h 10m,3.7,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 7100,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","Godavarikhani, A...","Hyderabad, Telan...",392.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,31 Seats available,21:00,02:00,05h 00m,4.0,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 7266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","Godavarikhani, A...","Hyderabad, Telan...",392.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,28 Seats available,22:30,03:20,04h 50m,4.6,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 7190,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","Godavarikhani, A...","Hyderabad, Telan...",392.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,31 Seats available,22:50,03:35,04h 45m,3.7,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 7285,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","Godavarikhani, A...","Hyderabad, Telan...",392.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,26 Seats available,23:10,03:55,04h 45m,4.2,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 9512,RAJDHANI (A.C. Semi Sleeper),"Godavarikhani, A...","Hyderabad, Telan...",502.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,24 Seats available,23:15,04:15,05h 00m,3.6,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 7192,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","Godavarikhani, A...","Hyderabad, Telan...",392.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,24 Seats available,23:30,04:20,04h 50m,3.2,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 9508,RAJDHANI (A.C. Semi Sleeper),"Godavarikhani, A...","Hyderabad, Telan...",476.0,GODAVARIKHANI BS,Jubilee Bus Station JBS,31 Seats available,23:45,04:35,04h 50m,4.3,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),"Godavarikhani, A...","Hyderabad, Telan...",500.0,Godavarikhani,Jubilee Bus Station JBS,7 Seats available,17:00,21:40,04h 40m,2.6,"https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad?fromCityId=89210&toCityId=124&fromCityName=Godavarikhani,%20Andhra%20Pradesh,%20India&toCityName=Hyderabad,%20Telangana,%20India&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024"
TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,17:00,20:00,03h 00m,2.4,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,36 Seats available,17:20,20:10,02h 50m,3.9,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,17:20,20:20,03h 00m,3.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,17:40,20:50,03h 10m,3.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,37 Seats available,17:45,20:30,02h 45m,3.8,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,35 Seats available,18:05,20:50,02h 45m,1.4,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,18:30,21:20,02h 50m,2.5,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,19:00,21:50,02h 50m,4.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 4080,RAJDHANI (A.C. Semi Sleeper),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,37 Seats available,19:25,22:10,02h 45m,2.9,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,25 Seats available,19:45,22:30,02h 45m,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,19:50,22:40,02h 50m,4.1,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,20:00,23:00,03h 00m,2.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,20:30,23:20,02h 50m,3.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,20:35,22:55,02h 20m,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,20:40,23:55,03h 15m,4.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,34 Seats available,20:45,23:30,02h 45m,5.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Central Bus Station (CBS),33 Seats available,21:00,00:40,03h 40m,3.1,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,21:20,00:10,02h 50m,4.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,21:40,00:55,03h 15m,3.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Vanasthalipuram,33 Seats available,22:00,00:55,02h 55m,5.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,22:20,01:20,03h 00m,3.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),Kodad,Hyderabad,351.0,KODAD BS,Hayathnagar,36 Seats available,22:25,01:10,02h 45m,3.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,22:40,01:55,03h 15m,4.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,33 Seats available,23:00,01:45,02h 45m,4.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,289.0,KODAD BS,Hayathnagar,29 Seats available,23:20,02:35,03h 15m,3.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
APSRTC - 3793,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Kodad,Hyderabad,318.0,Bus Stand,Hayathnagar,22 Seats available,23:40,02:45,03h 05m,4.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad?fromCityId=91366&toCityId=124&fromCityName=Kodad&toCityName=Hyderabad&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
