Bus_Name,Bus_Type,Start_From,Destination,Price,Starting_Point,Ending_Point,Seat_Available,Start_Time,Reach_Time,Total_Travel_Time,Bus_Rating,Links
Maa Laxmi,NON A/C Seater Push Back (2+1),Tezpur,Tinsukia,550.0,Mission Chariali,Tinsukia,17 Seats available,22:15,08:00,09:45,3.9,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia?fromCityId=90883&toCityId=78107&fromCityName=Tezpur&toCityName=Tinsukia&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Puja Transport,Non AC Seater (2+2),Tezpur,Tinsukia,550.0,Tezpur,Tinsukia,16 Seats available,20:00,06:00,10:00,3.2,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia?fromCityId=90883&toCityId=78107&fromCityName=Tezpur&toCityName=Tinsukia&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Puja Transport,NON AC Seater / Sleeper 2+1,Tezpur,Tinsukia,600.0,Tezpur,Tinsukia,17 Seats available,20:00,05:30,09:30,2.2,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia?fromCityId=90883&toCityId=78107&fromCityName=Tezpur&toCityName=Tinsukia&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),Tezpur,Tinsukia,500.0,Tezpur,Tinsukia,22 Seats available,21:30,05:10,07:40,3.1,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia?fromCityId=90883&toCityId=78107&fromCityName=Tezpur&toCityName=Tinsukia&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Baikuntha Transport Service,Bharat Benz A/C Sleeper (2+1),Dibrugarh,Bokakhat,500.0,University Bus Stop (Dibrugarh,BOKAKHAT ASTC,50 Seats available,19:30,01:00,05:30,3.9,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat?fromCityId=79598&toCityId=80094&fromCityName=Dibrugarh&toCityName=Bokakhat&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Purple Wings Coaches,A/C Seater / Sleeper (2+1),Dibrugarh,Bokakhat,569.0,AMC Bus Stop,Bokakhat (A.S.T.C,43 Seats available,19:55,01:15,05:20,3.6,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat?fromCityId=79598&toCityId=80094&fromCityName=Dibrugarh&toCityName=Bokakhat&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Shree Ram Travels,Bharat Benz A/C Seater /Sleeper (2+1),Dibrugarh,Bokakhat,530.0,ASTC Chowkidingi Bus Stand,Bokakhat bus stand,39 Seats available,20:45,01:40,04:55,4.8,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat?fromCityId=79598&toCityId=80094&fromCityName=Dibrugarh&toCityName=Bokakhat&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
V.I.P Travels,A/C Seater / Sleeper (2+2),Patna,Bettiah,350.0,Bus Stand,Betiah Bus Stand,61 Seats available,21:40,03:40,06:00,3.7,https://www.redbus.in/bus-tickets/patna-to-bettiah?fromCityId=74699&toCityId=82458&fromCityName=Patna&toCityName=Bettiah&busType=Any&onward=31-Aug-2024
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),Patna,Bettiah,550.0,Gandhi Maidan bsrtc bus depo,Betiah Bus Stand,54 Seats available,22:20,05:00,06:40,3.6,https://www.redbus.in/bus-tickets/patna-to-bettiah?fromCityId=74699&toCityId=82458&fromCityName=Patna&toCityName=Bettiah&busType=Any&onward=31-Aug-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Patna,Bettiah,450.0,Patna,Bettiah Bus Stand,6 Seats available,20:28,02:00,05:32,2.4,https://www.redbus.in/bus-tickets/patna-to-bettiah?fromCityId=74699&toCityId=82458&fromCityName=Patna&toCityName=Bettiah&busType=Any&onward=31-Aug-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Patna,Bettiah,405.0,Patna new bairiya bus stand,Bettiah Bus Stand,24 Seats available,22:40,04:00,05:20,2.7,https://www.redbus.in/bus-tickets/patna-to-bettiah?fromCityId=74699&toCityId=82458&fromCityName=Patna&toCityName=Bettiah&busType=Any&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 150571,Non AC Seater (2+2),Patna,Motihari,230.0,Gandhi Maidan,Govt. Bus Stand,33 Seats available,21:20,01:00,03:40,3.1,https://www.redbus.in/bus-tickets/patna-to-motihari?fromCityId=74699&toCityId=80302&fromCityName=Patna&toCityName=Motihari&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),Patna,Motihari,550.0,Gandhi Maidan bsrtc bus depo,motihari,53 Seats available,22:00,04:00,06:00,4.5,https://www.redbus.in/bus-tickets/patna-to-motihari?fromCityId=74699&toCityId=80302&fromCityName=Patna&toCityName=Motihari&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),Patna,Motihari,550.0,Gandhi Maidan bsrtc bus depo,motihari,54 Seats available,22:20,03:15,04:55,3.8,https://www.redbus.in/bus-tickets/patna-to-motihari?fromCityId=74699&toCityId=80302&fromCityName=Patna&toCityName=Motihari&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Patna,Motihari,450.0,Patna,Motihari,6 Seats available,20:28,23:30,03:02,1.2,https://www.redbus.in/bus-tickets/patna-to-motihari?fromCityId=74699&toCityId=80302&fromCityName=Patna&toCityName=Motihari&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),Bettiah,Patna,550.0,Betiah Bus Stand,Gandhi Maidan bsrtc bus depo,36 Seats available,21:55,05:31,07:36,2.3,https://www.redbus.in/bus-tickets/bettiah-to-patna?fromCityId=82458&toCityId=74699&fromCityName=Bettiah&toCityName=Patna&busType=Any&onward=31-Aug-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Bettiah,Patna,450.0,Bettiah Bus Stand,Patna,10 Seats available,22:00,05:00,07:00,1.9,https://www.redbus.in/bus-tickets/bettiah-to-patna?fromCityId=82458&toCityId=74699&fromCityName=Bettiah&toCityName=Patna&busType=Any&onward=31-Aug-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Patna,Balmiki Nagar (b...,450.0,Patna,Balmiki Nagar,6 Seats available,20:28,06:00,09:32,3.3,https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar?fromCityId=74699&toCityId=254429&fromCityName=Patna&toCityName=Balmiki%20Nagar%20(bihar)&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Patna,Balmiki Nagar (b...,405.0,Patna new bairiya bus stand,Balmiki Nagar,28 Seats available,22:40,07:00,08:20,3.0,https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar?fromCityId=74699&toCityId=254429&fromCityName=Patna&toCityName=Balmiki%20Nagar%20(bihar)&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),Patna,Katihar,468.0,Gandhi Maidan,Katihar Bus Stand,24 Seats available,21:25,06:30,09:05,3.4,https://www.redbus.in/bus-tickets/patna-to-katihar?fromCityId=74699&toCityId=85786&fromCityName=Patna&toCityName=Katihar&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SOBHA TRAVELS (A.T),A/C Seater / Sleeper (2+1),Patna,Katihar,540.0,Patliputra Bairiya ISBT,Bus Stand,28 Seats available,20:40,05:00,08:20,3.3,https://www.redbus.in/bus-tickets/patna-to-katihar?fromCityId=74699&toCityId=85786&fromCityName=Patna&toCityName=Katihar&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Sri Krishna Rath,A/C Seater / Sleeper (2+2),Patna,Katihar,809.0,Patliputra ISBT,Katihar,28 Seats available,20:30,05:35,09:05,1.8,https://www.redbus.in/bus-tickets/patna-to-katihar?fromCityId=74699&toCityId=85786&fromCityName=Patna&toCityName=Katihar&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),Patna,Purnea,468.0,Gandhi Maidan,Busstand,24 Seats available,21:25,05:40,08:15,3.9,https://www.redbus.in/bus-tickets/patna-to-purnea?fromCityId=74699&toCityId=76580&fromCityName=Patna&toCityName=Purnea&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Aitiana Airwings,Benz A/C Sleeper (2+1),Patna,Purnea,650.0,Bairiya (Patna (Bihar)),Purnea (Purnea),12 Seats available,21:00,06:00,09:00,4.3,https://www.redbus.in/bus-tickets/patna-to-purnea?fromCityId=74699&toCityId=76580&fromCityName=Patna&toCityName=Purnea&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Divya Rath,A/C Sleeper (2+1),Patna,Purnea,601.0,"ADITYA VISION ,ZEROMILE PAHARI",PURNEA ZERO MILE,8 Seats available,20:45,05:45,09:00,4.1,https://www.redbus.in/bus-tickets/patna-to-purnea?fromCityId=74699&toCityId=76580&fromCityName=Patna&toCityName=Purnea&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),Patna,Purnea,650.0,GANDHI MAIDAN (MAA SHANTI OFF...,Purnea Bus Stand,2 Seats available,22:10,06:35,08:25,4.3,https://www.redbus.in/bus-tickets/patna-to-purnea?fromCityId=74699&toCityId=76580&fromCityName=Patna&toCityName=Purnea&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),Patna,Hazaribagh,396.0,Gandhi Maidan,Hazaribagh Bus Stand-Muz,27 Seats available,20:41,04:00,07:19,2.7,https://www.redbus.in/bus-tickets/patna-to-hazaribagh?fromCityId=74699&toCityId=76576&fromCityName=Patna&toCityName=Hazaribagh&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Rekha Luxury,A/C Seater / Sleeper (2+1),Patna,Hazaribagh,537.0,Patliputra ISBT Pahari,Hazaribagh Bus Stand,26 Seats available,20:00,04:00,08:00,3.1,https://www.redbus.in/bus-tickets/patna-to-hazaribagh?fromCityId=74699&toCityId=76576&fromCityName=Patna&toCityName=Hazaribagh&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Arzoo Travels,A/C Seater / Sleeper (2+1),Patna,Hazaribagh,463.0,Methapur over bridge,Hazaribagh Bus Stand,29 Seats available,20:30,02:30,06:00,3.4,https://www.redbus.in/bus-tickets/patna-to-hazaribagh?fromCityId=74699&toCityId=76576&fromCityName=Patna&toCityName=Hazaribagh&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),Patna,Hazaribagh,481.0,New patliputra bus stand bairiya,Hazaribagh Bus Stand,42 Seats available,20:45,03:30,06:45,3.4,https://www.redbus.in/bus-tickets/patna-to-hazaribagh?fromCityId=74699&toCityId=76576&fromCityName=Patna&toCityName=Hazaribagh&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),Ranchi,Patna,500.0,Ranchi Govt Bus Stand-Muz,Gandhi Maidan,23 Seats available,20:55,05:30,08:35,3.7,https://www.redbus.in/bus-tickets/ranchi-to-patna?fromCityId=76431&toCityId=74699&fromCityName=Ranchi&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),Ranchi,Patna,540.0,Patel Chowk,GANDHI MAIDAN (MAA SHANTI OFF...,25 Seats available,21:00,06:35,09:35,3.8,https://www.redbus.in/bus-tickets/ranchi-to-patna?fromCityId=76431&toCityId=74699&fromCityName=Ranchi&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),Ranchi,Patna,810.0,Kanta Toli Chowk,Rajendra Nagar Terminal,15 Seats available,22:20,05:55,07:35,4.5,https://www.redbus.in/bus-tickets/ranchi-to-patna?fromCityId=76431&toCityId=74699&fromCityName=Ranchi&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Mahuli Travels,A/C Seater/Sleeper (2+1),Ranchi,Patna,468.0,Khadgada Bus Stand,Mithapur Bus Stand,31 Seats available,21:15,06:15,09:00,3.3,https://www.redbus.in/bus-tickets/ranchi-to-patna?fromCityId=76431&toCityId=74699&fromCityName=Ranchi&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),Hazaribagh,Patna,377.0,Hazaribagh Bus Stand-Muz,Gandhi Maidan,25 Seats available,23:15,05:30,06:15,3.0,https://www.redbus.in/bus-tickets/hazaribagh-to-patna?fromCityId=76576&toCityId=74699&fromCityName=Hazaribagh&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),Hazaribagh,Patna,540.0,HAZARIBAGH OLD BUS STAND,GANDHI MAIDAN (MAA SHANTI OFF...,24 Seats available,23:30,06:35,07:05,4.0,https://www.redbus.in/bus-tickets/hazaribagh-to-patna?fromCityId=76576&toCityId=74699&fromCityName=Hazaribagh&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Mahuli Travels,A/C Seater / Sleeper (2+1),Hazaribagh,Patna,510.0,Hazaribagh Bus Stand,Mithapur Bus Stand,47 Seats available,23:59,06:15,06:16,3.3,https://www.redbus.in/bus-tickets/hazaribagh-to-patna?fromCityId=76576&toCityId=74699&fromCityName=Hazaribagh&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Rajdhani bus service,NON A/C Sleeper (2+1),Hazaribagh,Patna,648.0,Nagwan Toll Plaza,Zero Mile Singh Petrol Pump N...,1 Seat available,23:59,05:50,05:51,4.0,https://www.redbus.in/bus-tickets/hazaribagh-to-patna?fromCityId=76576&toCityId=74699&fromCityName=Hazaribagh&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),Patna,Raxaul,550.0,Gandhi Maidan bsrtc bus depo,raxaul,53 Seats available,22:00,05:00,07:00,3.3,https://www.redbus.in/bus-tickets/patna-to-raxaul?fromCityId=74699&toCityId=80305&fromCityName=Patna&toCityName=Raxaul&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Bihar state road transport corporation (BSRTC) - 166033,A/C Seater Hi-Tech Push Back (2+2),Muzaffarpur,Kathmandu,855.0,Muzaffarpur,Swoyambhu,29 Seats available,15:35,06:15,14:40,2.6,https://www.redbus.in/bus-tickets/muzaffarpur-to-kathmandu?fromCityId=80303&toCityId=1603&fromCityName=Muzaffarpur&toCityName=Kathmandu&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
V.I.P Travels,A/C Seater Hi-Tech Push Back (2+2),Muzaffarpur,Kathmandu,876.0,KHABRA NEAR D.A.V SCHOOL -NH -28,Karkhana Chowk,14 Seats available,15:14,05:30,14:16,3.0,https://www.redbus.in/bus-tickets/muzaffarpur-to-kathmandu?fromCityId=80303&toCityId=1603&fromCityName=Muzaffarpur&toCityName=Kathmandu&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),Patna (Bihar),Ranchi,525.0,Gandhi Maidan,Ranchi Govt Bus Stand-Muz,34 Seats available,20:41,06:00,09:19,2.8,https://www.redbus.in/bus-tickets/patna-to-ranchi?fromCityId=74699&toCityId=76431&fromCityName=Patna%20(Bihar)&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Rekha Luxury,A/C Seater / Sleeper (2+1),Patna (Bihar),Ranchi,580.0,Patliputra ISBT Pahari,Dhurwa bus stand,38 Seats available,20:00,06:00,10:00,4.0,https://www.redbus.in/bus-tickets/patna-to-ranchi?fromCityId=74699&toCityId=76431&fromCityName=Patna%20(Bihar)&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),Patna (Bihar),Ranchi,800.0,GANDHI MAIDAN (MAA SHANTI OFF...,Kanta Toli Chowk,34 Seats available,20:27,04:15,07:48,4.3,https://www.redbus.in/bus-tickets/patna-to-ranchi?fromCityId=74699&toCityId=76431&fromCityName=Patna%20(Bihar)&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),Patna (Bihar),Ranchi,600.0,GANDHI MAIDAN (MAA SHANTI OFF...,Patel Chowk,44 Seats available,21:25,06:45,09:20,3.9,https://www.redbus.in/bus-tickets/patna-to-ranchi?fromCityId=74699&toCityId=76431&fromCityName=Patna%20(Bihar)&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),Muzaffarpur,Ranchi,605.0,Emali Chati Govt Bus Stand,Ranchi Govt Bus Stand-Muz,34 Seats available,18:00,06:00,12:00,3.4,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi?fromCityId=80303&toCityId=76431&fromCityName=Muzaffarpur&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),Muzaffarpur,Ranchi,1000.0,Bariya Bus Stand,Ranchi Bus Stand,23 Seats available,18:10,04:25,10:15,3.9,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi?fromCityId=80303&toCityId=76431&fromCityName=Muzaffarpur&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Pawapuri Motors,A/C Seater / Sleeper (2+1),Muzaffarpur,Ranchi,800.0,Muzaffarpur pawapuri motors o...,Dhurva,14 Seats available,17:30,05:45,12:15,1.6,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi?fromCityId=80303&toCityId=76431&fromCityName=Muzaffarpur&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Muzaffarpur,Ranchi,700.0,Muzaffarpur,Ranchi,31 Seats available,19:15,06:00,10:45,3.0,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi?fromCityId=80303&toCityId=76431&fromCityName=Muzaffarpur&toCityName=Ranchi&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
V.I.P Travels,A/C Seater Hi-Tech Push Back (2+2),Kathmandu,Patna,1040.0,Karkhana Chowk,Meethapur Bus Stand,43 Seats available,18:30,12:30,18:00,2.7,https://www.redbus.in/bus-tickets/kathmandu-to-patna?fromCityId=1603&toCityId=74699&fromCityName=Kathmandu&toCityName=Patna&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),Ranchi,Muzaffarpur,605.0,Ranchi Govt Bus Stand-Muz,Emali Chati Govt Bus Stand,31 Seats available,20:55,07:30,10:35,3.1,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur?fromCityId=76431&toCityId=80303&fromCityName=Ranchi&toCityName=Muzaffarpur&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),Ranchi,Muzaffarpur,1000.0,Ranchi Bus Stand,Bariya Bus Stand,28 Seats available,20:35,06:15,09:40,3.8,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur?fromCityId=76431&toCityId=80303&fromCityName=Ranchi&toCityName=Muzaffarpur&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Pawapuri Motors,A/C Seater / Sleeper (2+1),Ranchi,Muzaffarpur,900.0,Ranchi Khadgara Bus Stand,BAIRIYA BUS STAND,9 Seats available,18:25,07:00,12:35,3.8,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur?fromCityId=76431&toCityId=80303&fromCityName=Ranchi&toCityName=Muzaffarpur&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),Ranchi,Muzaffarpur,700.0,Ranchi,Muzaffarpur,4 Seats available,19:15,06:30,11:15,2.4,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur?fromCityId=76431&toCityId=80303&fromCityName=Ranchi&toCityName=Muzaffarpur&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Bihar state road transport corporation (BSRTC) - 152154,Volvo AC Seater 2+2,Motihari,Lucknow,680.0,Govt. Bus Stand,Alambagh,31 Seats available,15:30,01:00,09:30,3.6,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,Motihari,Lucknow,800.0,Govt. Bus Stand,Lucknow,48 Seats available,17:20,03:25,10:05,3.5,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Panwar Travels,A/C Sleeper (2+1),Motihari,Lucknow,2500.0,"Pipra Kothi Chowk , Mohhamadp...",Alambagh,26 Seats available,15:40,01:40,10:00,4.3,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),Motihari,Lucknow,800.0,Main Bus Stand,Gomti Nagar,42 Seats available,16:55,04:14,11:19,2.8,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),Motihari,Lucknow,1199.0,PIPRA KHOTHI BYPASS,Transport Nagar,58 Seats available,17:35,03:00,09:25,1.6,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Travel Point World LLP,A/C Seater / Sleeper (2+2),Motihari,Lucknow,1999.0,Motihari bus stand,Charbagh,38 Seats available,18:20,03:20,09:00,1.6,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),Motihari,Lucknow,1599.0,PIPRA KHOTI FLY OVER,Charbagh,47 Seats available,15:00,01:00,10:00,1.2,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),Motihari,Lucknow,999.0,PIPRA KHOTI FLY OVER,Charbagh,72 Seats available,22:50,05:20,06:30,1.2,https://www.redbus.in/bus-tickets/motihari-to-lucknow?fromCityId=80302&toCityId=1439&fromCityName=Motihari&toCityName=Lucknow&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
Bihar state road transport corporation (BSRTC) - 117804,Volvo A/C Sleeper (2+1),Lucknow,Motihari,1050.0,Alambagh,Govt. Bus Stand,20 Seats available,02:20,09:30,07:10,3.3,https://www.redbus.in/bus-tickets/lucknow-to-motihari?fromCityId=1439&toCityId=80302&fromCityName=Lucknow&toCityName=Motihari&busType=Any&srcCountry=IND&destCountry=IND&onward=01-Sep-2024
