Bus_Name,Bus_Type,Start_From,Destination,Price,Starting_Point,Ending_Point,Seat_Available,Start_Time,Reach_Time,Total_Travel_Time,Bus_Rating,Links
Svkdt travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,400.0,Rajamahendravaram,Benz Circle,16 Seats available,18:25,22:45,04:20,3.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
NueGo,Electric A/C Seater/Sleeper (2+1),Rajahmundry,Vijayawada,258.0,Vemagiri Junction,Rtc bus stand,11 Seats available,19:45,23:20,03:35,3.8,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,665.0,Lala Cheruvu,Benz Circle,19 Seats available,21:00,01:00,04:00,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
PRL BUS,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,690.0,Gsl Medical College,Varadhi,20 Seats available,21:00,23:59,02:59,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
GMC Travels,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,680.0,Lala Cheruvu,Rtc bus stand,1 Seat available,21:50,01:30,03:40,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,690.0,Gokavaram Bus Stand,Hanumanpet,14 Seats available,22:15,01:45,03:30,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SVR Tours and Travels,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,690.0,Diwaan Chervu,Benz Circle,13 Seats available,23:00,02:00,03:00,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SVR Tours and Travels,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,590.0,Diwaan Chervu,Benz Circle,13 Seats available,23:00,02:00,03:00,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,600.0,Hi-TECH BUSSTAND,Old RTC Bus Stand,5 Seats available,23:15,02:30,03:15,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,600.0,Lala Cheruvu,Ramavarapadu Ring Road,26 Seats available,01:50,05:20,03:30,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,600.0,Lala Cheruvu,Ramavarapadu Ring Road,19 Seats available,02:30,06:20,03:50,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
NueGo,Electric A/C Seater (2+2),Rajahmundry,Vijayawada,237.0,Gokavaram Bus Stand,Rtc bus stand,18 Seats available,17:45,21:15,03:30,2.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SVN TOURS & TRAVELS,A/C Semi Sleeper / Sleeper (2+1),Rajahmundry,Vijayawada,618.0,Lala Cheruvu,Brts Road,17 Seats available,20:45,01:00,04:15,2.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,790.0,Lala Cheruvu,Tadepalli,5 Seats available,17:35,22:30,04:55,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Sai RK Travels,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,738.0,Diwaan Chervu,Benz Circle,9 Seats available,23:00,02:00,03:00,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Rajahmundry,Vijayawada,1275.0,Diwaan Chervu,Benz Circle,2 Seats available,18:15,21:35,03:20,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Rajahmundry,Vijayawada,719.0,Diwaan Chervu,Benz Circle,5 Seats available,18:20,21:05,02:45,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),Rajahmundry,Vijayawada,1300.0,Lalacheruvu H P Oil Pumpl Bunk,Benz Circle,18 Seats available,18:45,22:30,03:45,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SVD Vedansh Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,1249.0,Diwancheruvu Junction,Benz Circle,10 Seats available,19:00,22:20,03:20,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Zingbus Plus,A/C Sleeper (2+1),Rajahmundry,Vijayawada,1049.0,Godavari Institute Of Enginee...,Benz Circle,10 Seats available,21:20,23:55,02:35,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Rajesh Transports,NON A/C Sleeper (2+1),Rajahmundry,Vijayawada,1113.0,Morampudi Junction,Benz Circle,8 Seats available,19:00,23:30,04:30,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
V Kaveri Travels,VE A/C Sleeper (2+1),Rajahmundry,Vijayawada,1090.0,Vemagiri Junction,Benz Circle,9 Seats available,19:25,23:30,04:05,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),Rajahmundry,Vijayawada,900.0,Vemagiri Junction,Varadhi,11 Seats available,20:15,23:55,03:40,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,790.0,Diwaan Chervu,Ramavarapadu Ring Road,26 Seats available,20:20,23:30,03:10,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Go Tour Travels and Holidays,A/C Sleeper (2+1),Rajahmundry,Vijayawada,941.0,Gokavaram Bus Stand,Ramavarapadu Ring Road,18 Seats available,20:30,00:25,03:55,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Cherry Collars,Bharat Benz A/C Sleeper (2+1),Rajahmundry,Vijayawada,1990.0,Diwaan Chervu,Benz Circle,17 Seats available,20:50,23:45,02:55,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Sri NVR Travels,NON A/C Sleeper (2+1),Rajahmundry,Vijayawada,749.0,High Tech Bus Stand,Ramavarapadu Ring Road,10 Seats available,20:50,23:59,03:09,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Morning Star Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,790.0,Lala Cheruvu,Ramavarapadu Ring Road,19 Seats available,21:15,01:45,04:30,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Sri Krishna Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,1863.0,Morampudi Junction,Benz Circle,1 Seat available,22:00,01:10,03:10,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Zingbus Plus,A/C Sleeper (2+1),Rajahmundry,Vijayawada,1169.0,Godavari Institute Of Enginee...,Benz Circle,18 Seats available,22:40,01:15,02:35,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Mythri Tours And Travels,A/C Sleeper (2+1),Rajahmundry,Vijayawada,809.0,Gokavaram Bus Stand,Ramavarapadu Ring Road,2 Seats available,22:00,01:45,03:45,4.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),Rajahmundry,Vijayawada,799.0,Gokavaram Bus Stand,Rtc bus stand,2 Seats available,22:30,01:00,02:30,4.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
LUCKY TRAVELS,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,1299.0,Diwaan Chervu,Varadhi,4 Seats available,22:31,01:00,02:29,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,699.0,Diwaan Chervu,Vijayawada,7 Seats available,22:55,00:30,01:35,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Krk Travels,Non A/C Seater / Sleeper (2+1),Rajahmundry,Vijayawada,890.0,Diwaan Chervu,Benz Circle,2 Seats available,22:56,23:45,00:49,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 47144,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Kurnool,425.0,Bhel,Karnool,22 Seats available,18:30,23:55,05:25,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6175,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS),Karnool,27 Seats available,18:30,23:00,04:30,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 5682,INDRA(A.C. Seater),Hyderabad,Kurnool,354.0,Central Bus Station (CBS),Karnool,27 Seats available,18:45,23:00,04:15,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 5421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS),Karnool,34 Seats available,19:00,23:30,04:30,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 5443,VENNELA (A.C. SLEEPER),Hyderabad,Kurnool,618.0,Bhel,Karnool,3 Seats available,19:00,00:45,05:45,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 5419,VENNELA (A.C. SLEEPER),Hyderabad,Kurnool,618.0,Bhel,Karnool,19 Seats available,19:30,01:15,05:45,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Bhel,Karnool,34 Seats available,19:30,02:00,06:30,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6485,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Kurnool,446.0,Bhel,Karnool,14 Seats available,20:00,02:00,06:00,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6471,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",Hyderabad,Kurnool,329.0,Jeedimetla,Karnool,23 Seats available,20:00,02:00,06:00,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6604,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Bhel,Karnool,33 Seats available,20:00,02:15,06:15,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6476,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Bhel,Karnool,32 Seats available,20:20,02:50,06:30,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51306,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Bhel,Karnool,13 Seats available,20:30,02:45,06:15,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 5658,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS,Karnool,33 Seats available,20:45,01:15,04:30,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Bhel,Karnool,29 Seats available,20:45,03:00,06:15,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6531,Express(Non AC Seater),Hyderabad,Kurnool,265.0,Central Bus Station (CBS),Karnool,47 Seats available,21:00,02:00,05:00,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 66441,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Miyapur,Karnool,32 Seats available,21:30,03:30,06:00,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6833,INDRA(A.C. Seater),Hyderabad,Kurnool,416.0,Bhel,Karnool,32 Seats available,21:30,03:20,05:50,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6423,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Bhel,Karnool,19 Seats available,21:45,04:15,06:30,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6418,INDRA(A.C. Seater),Hyderabad,Kurnool,416.0,Kukatpally,Karnool,35 Seats available,22:00,03:00,05:00,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51603,INDRA(A.C. Seater),Hyderabad,Kurnool,416.0,Central Bus Station (CBS),Karnool,37 Seats available,22:30,02:30,04:00,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS,Karnool,34 Seats available,22:45,03:25,04:40,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6432,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS,Karnool,31 Seats available,22:45,03:00,04:15,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS,Karnool,34 Seats available,23:00,03:00,04:00,1.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS),Karnool,16 Seats available,23:15,03:30,04:15,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS,Karnool,34 Seats available,23:30,04:00,04:30,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6567,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS),Karnool,30 Seats available,23:45,03:55,04:10,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51130,INDRA(A.C. Seater),Hyderabad,Kurnool,416.0,Central Bus Station (CBS,BELLARY CHOWRASTHA,32 Seats available,23:45,03:28,03:43,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 51059,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS,Karnool,32 Seats available,23:50,04:30,04:40,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
APSRTC - 6421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Kurnool,344.0,Central Bus Station (CBS),Karnool,28 Seats available,23:55,04:10,04:15,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
JBT TRAVELS,A/C Sleeper (2+1),Hyderabad,Kurnool,899.0,Hafeezpet,Kurnool,4 Seats available,17:25,22:45,05:20,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Moksha Travels,A/C Sleeper (2+1),Hyderabad,Kurnool,949.0,Ameerpet,Kurnool,4 Seats available,17:25,23:45,06:20,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),Hyderabad,Kurnool,500.0,Kukatpally,Kurnool,4 Seats available,17:27,23:34,06:07,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),Hyderabad,Kurnool,4400.0,Kukatpally,Kurnool,1 Seat available,17:30,22:30,05:00,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),Hyderabad,Kurnool,765.0,Vivekananda Nagar Colony (Pic...,Kurnool,6 Seats available,17:35,23:00,05:25,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),Hyderabad,Kurnool,700.0,Jadcherla,Kurnool,10 Seats available,17:40,19:30,01:50,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool?fromCityId=124&toCityId=125&fromCityName=Hyderabad&toCityName=Kurnool&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
